name,description,justification,year,longitude,latitude,area_hectares,category,states,region,iso
Swiss Tectonic Arena Sardona,"<p>The<strong> </strong>Swiss Tectonic Arena Sardona in the north-eastern part of the country covers a mountainous area of 32,850 ha which features seven peaks that rise above 3,000 m. The area displays an exceptional example of mountain building through continental collision and features <em>.</em>excellent geological sections through tectonic thrust, i.e. the process whereby older, deeper rocks are carried onto younger, shallower rocks. The site is distinguished by the clear three-dimensional exposure of the structures and processes that characterize this phenomenon and has been a key site for the geological sciences since the 18<sup>th</sup> century. The Glarus Alps are glaciated mountains rising dramatically above narrow river valleys and are the site of the largest post-glacial landslide in the Central Alpine region.</p>",,2008,9.25,46.91666667,32850,Natural,Switzerland,Europe and North America,ch
"Lavaux, Vineyard Terraces","<p>The Lavaux Vineyard Terraces, stretching for about 30 km along the south-facing northern shores of Lake Geneva from the Chateau de Chillon to the eastern outskirts of Lausanne in the Vaud region, cover the lower slopes of the mountainside between the villages and the lake. Although there is some evidence that vines were grown in the area in Roman times, the present vine terraces can be traced back to the 11th century, when Benedictine and Cistercian monasteries controlled the area. It is an outstanding example of a centuries-long interaction between people and their environment, developed to optimize local resources so as to produce a highly valued wine that has always been important to the economy.</p>",,2007,6.746111111,46.49194444,898,Cultural,Switzerland,Europe and North America,ch
"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning","<p>The site of La Chaux-de-Fonds / Le Locle watchmaking town-planning consists of two towns situated close to one another in a remote environment in the Swiss Jura mountains, on land ill-suited to farming. Their planning and buildings reflect watchmakers&rsquo; need of rational organization. Planned in the early 19th century, after extensive fires, the towns owed their existence to this single industry. Their layout along an open-ended scheme of parallel strips on which residential housing and workshops are intermingled reflects the needs of the local watchmaking culture that dates to the 17th century and is still alive today. The site presents outstanding examples of mono-industrial manufacturing-towns which are well preserved and still active. The urban planning of both towns has accommodated the transition from the artisanal production of a cottage industry to the more concentrated factory production of the late 19th and 20th centuries. The town of La Chaux-de-Fonds was described by Karl Marx as a &ldquo;huge factory-town&rdquo; in Das Kapital where he analyzed the division of labour in the watchmaking industry of the Jura.</p>",,2009,6.832777778,47.10388889,283.9,Cultural,Switzerland,Europe and North America,ch
Ancient City of Damascus,"<p>Founded in the 3rd millennium B.C., Damascus is one of the oldest cities in the Middle East. In the Middle Ages, it was the centre of a flourishing craft industry, specializing in swords and lace. The city has some 125 monuments from different periods of its history &ndash; one of the most spectacular is the 8th-century Great Mosque of the Umayyads, built on the site of an Assyrian sanctuary.</p>",,1979,36.30639,33.51139,86.12,Cultural,Syrian Arab Republic,Arab States,sy
Ancient City of Aleppo,"<p>Located at the crossroads of several trade routes from the 2nd millennium B.C., Aleppo was ruled successively by the Hittites, Assyrians, Arabs, Mongols, Mamelukes and Ottomans. The 13th-century citadel, 12th-century Great Mosque and various 17th-century madrasas, palaces, caravanserais and hammams all form part of the city's cohesive, unique urban fabric, now threatened by overpopulation.</p>",,1986,37.16277778,36.19916667,364,Cultural,Syrian Arab Republic,Arab States,sy
Ancient City of Bosra,"<p>Bosra, once the capital of the Roman province of Arabia, was an important stopover on the ancient caravan route to Mecca. A magnificent 2nd-century Roman theatre, early Christian ruins and several mosques are found within its great walls.</p>",,1980,36.48167,32.51806,116.2,Cultural,Syrian Arab Republic,Arab States,sy
Site of Palmyra,"<p>An oasis in the Syrian desert, north-east of Damascus, Palmyra contains the monumental ruins of a great city that was one of the most important cultural centres of the ancient world. From the 1st to the 2nd century, the art and architecture of Palmyra, standing at the crossroads of several civilizations, married Graeco-Roman techniques with local traditions and Persian influences.</p>",,1980,38.26667,34.55417,1640,Cultural,Syrian Arab Republic,Arab States,sy
Crac des Chevaliers and Qal at Salah El-Din,"<p>These two castles represent the most significant examples illustrating the exchange of influences and documenting the evolution of fortified architecture in the Near East during the time of the Crusades (11th - 13th centuries). The Crac des Chevaliers was built by the Hospitaller Order of Saint John of Jerusalem from 1142 to 1271. With further construction by the Mamluks in the late 13th century, it ranks among the best-preserved examples of the Crusader castles. The Qal&rsquo;at Salah El-Din (Fortress of Saladin), even though partly in ruins, represents an outstanding example of this type of fortification, both in terms of the quality of construction and the survival of historical stratigraphy. It retains features from its Byzantine beginnings in the 10th century, the Frankish transformations in the late 12th century and fortifications added by the Ayyubid dynasty (late 12th to mid-13th century).</p>",,2006,36.26305556,34.78166667,8.87,Cultural,Syrian Arab Republic,Arab States,sy
Ancient Villages of Northern Syria,"<p>Some 40 villages grouped in eight parks situated in north-western Syria provide remarkable testimony to rural life in late Antiquity and during the Byzantine period. Abandoned in the 8th to 10th centuries, the villages, which date from the 1st to 7th centuries, feature a remarkably well preserved landscape and the architectural remains of dwellings, pagan temples, churches, cisterns, bathhouses etc. The relict cultural landscape of the villages also constitutes an important illustration of the transition from the ancient pagan world of the Roman Empire to Byzantine Christianity. Vestiges illustrating hydraulic techniques, protective walls and Roman agricultural plot plans furthermore offer testimony to the inhabitants' mastery of agricultural production.</p>",,2011,36.84416667,36.33416667,12290,Cultural,Syrian Arab Republic,Arab States,sy
Proto-urban Site of Sarazm,"<p>Sarazm, which means &ldquo;where the land begins&rdquo;, is an archaeological site bearing testimony to the development of human settlements in Central Asia, from the 4th millennium BCE to the end of the 3rd millennium BCE. The ruins demonstrate the early development of proto-urbanization in this region. This centre of settlement, one of the oldest in Central Asia, is situated between a mountainous region suitable for cattle rearing by nomadic pastoralists, and a large valley conducive to the development of agriculture and irrigation by the first settled populations in the region. Sarazm also demonstrates the existence of commercial and cultural exchanges and trade relations with peoples over an extensive geographical area, extending from the steppes of Central Asia and Turkmenistan, to the Iranian plateau, the Indus valley and as far as the Indian Ocean.</p>",,2010,67.46027778,39.50777778,15.93,Cultural,Tajikistan,Asia and the Pacific,tj
Tajik National Park (Mountains of the Pamirs),"<p>Tajikistan National Park&nbsp;covers more than 2.5 million hectares in the east of the country, at the centre of the so-called &ldquo;Pamir Knot&rdquo;, a meeting point of the highest mountain ranges on the Eurasian continent. It consists of high plateaux in the east and, to the west, rugged peaks, some of them over 7,000 meters high, and features extreme seasonal variations of temperature. The longest valley glacier outside the Polar region is located among the 1,085 glaciers inventoried in the site, which also numbers 170 rivers and more than 400 lakes. Rich flora species of both the south-western and central Asian floristic regions grow in the Park which shelters nationally rare and threatened birds and mammals (Marco Polo Argali sheep, Snow Leopards and Siberian Ibex and more). Subject to frequent strong earthquakes, the Park is sparsely inhabited, and virtually unaffected by agriculture and permanent human settlements. It offers a unique opportunity for the study of plate tectonics and subduction phenomena.</p>",,2013,72.30527778,38.765,2611674,Natural,Tajikistan,Asia and the Pacific,tj
Historic Town of Sukhothai and Associated Historic Towns,"<p>Sukhothai was the capital of the first Kingdom of Siam in the 13th and 14th centuries. It has a number of fine monuments, illustrating the beginnings of Thai architecture. The great civilization which evolved in the Kingdom of Sukhothai absorbed numerous influences and ancient local traditions; the rapid assimilation of all these elements forged what is known as the 'Sukhothai style'.</p>",,1991,99.78972,17.00722,11852,Cultural,Thailand,Asia and the Pacific,th
Ban Chiang Archaeological Site,"<p>Ban Chiang is considered the most important prehistoric settlement so far discovered in South-East Asia. It marks an important stage in human cultural, social and technological evolution. The site presents the earliest evidence of farming in the region and of the manufacture and use of metals.</p>",,1992,103.35833,17.54861,30,Cultural,Thailand,Asia and the Pacific,th
Historic City of Ayutthaya,"<p>Founded c. 1350, Ayutthaya became the second Siamese capital after Sukhothai. It was destroyed by the Burmese in the 18th century. Its remains, characterized by the prang (reliquary towers) and gigantic monasteries, give an idea of its past splendour.</p>",,1991,100.56056,14.34778,289,Cultural,Thailand,Asia and the Pacific,th
Dong Phayayen-Khao Yai Forest Complex,"<p>The Dong Phayayen-Khao Yai Forest Complex spans 230 km between Ta Phraya National Park on the Cambodian border in the east, and Khao Yai National Park in the west. The site is home to more than 800 species of fauna, including 112 mammal species (among them two species of gibbon), 392 bird species and 200 reptile and amphibian species. It is internationally important for the conservation of globally threatened and endangered mammal, bird and reptile species, among them 19 that are vulnerable, four that are endangered, and one that is critically endangered. The area contains substantial and important tropical forest ecosystems, which can provide a viable habitat for the long-term survival of these species.</p>","<p><em>Criterion (x): </em>The Dong Phayayen-Khao Yai Forest Complex (DPKY-FC) contains more than 800 fauna species, including 112 species of mammals, 392 species of birds and 200 reptiles and amphibians. It is internationally important for the conservation of globally threatened and endangered mammal, bird and reptile species that are recognised as being of outstanding universal value. This includes 1 critically endangered, 4 endangered and 19 vulnerable species. The area contains the last substantial area of globally important tropical forest ecosystems of the Thailandian Monsoon Forest biogeographic province in northeast Thailand, which in turn can provide a viable area for long-term survival of endangered, globally important species, including tiger, elephant, leopard cat and banteng. The unique overlap of the range of two species of gibbon, including the vulnerable Pileated Gibbon, further adds to the global value of the complex. In addition to the resident species the complex plays an important role for the conservation of migratory species, including the endangered Spot-billed Pelican and critically endangered Greater Adjutant.</p>",2005,102.05,14.33,615500,Natural,Thailand,Asia and the Pacific,th
Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,"<p>Stretching over more than 600,000 ha along the Myanmar border, the sanctuaries, which are relatively intact, contain examples of almost all the forest types of continental South-East Asia. They are home to a very diverse array of animals, including 77% of the large mammals (especially elephants and tigers), 50% of the large birds and 33% of the land vertebrates to be found in this region.</p>",,1991,98.91667,15.33333,622200,Natural,Thailand,Asia and the Pacific,th
Natural and Cultural Heritage of the Ohrid region,"<p>Situated on the shores of Lake Ohrid, the town of Ohrid is one of the oldest human settlements in Europe. Built mainly between the 7th and 19th centuries, it has the oldest Slav monastery (St Pantelejmon) and more than 800 Byzantine-style icons dating from the 11th to the end of the 14th century. After those of the Tretiakov Gallery in Moscow, this is considered to be the most important collection of icons in the world</p>",,1979,20.81333,41.11806,83350,Mixed,the former Yugoslav Republic of Macedonia,Europe and North America,mk
"Koutammakou, the Land of the Batammariba","<p>The Koutammakou landscape in north-eastern Togo, which extends into neighbouring Benin, is home to the Batammariba whose remarkable mud tower-houses (Takienta) have come to be seen as a symbol of Togo. In this landscape, nature is strongly associated with the rituals and beliefs of society. The 50,000-ha cultural landscape is remarkable due to the architecture of its tower-houses which are a reflection of social structure; its farmland and forest; and the associations between people and landscape. Many of the buildings are two storeys high and those with granaries feature an almost spherical form above a cylindrical base. Some of the buildings have flat roofs, others have conical thatched roofs. They are grouped in villages, which also include ceremonial spaces, springs, rocks and sites reserved for initiation ceremonies.</p>","<p>Criterion (v): The Koutammakou is an outstanding example of a system of traditional settlement that is still living and dynamic, and subject to traditional and sustainable systems and practices, and which reflects the singular culture of the Batammariba, particularly the Takienta tower houses.</p> <p>Criterion (vi): The Koutammakou is an eloquent testimony to the strength of spiritual association between people and landscape, as manifested in the harmony between the Batammariba and their natural surroundings.</p>",2004,1.133333333,10.06666667,50000,Cultural,Togo,Africa,tg
Ichkeul National Park,"<p>The Ichkeul lake and wetland are a major stopover point for hundreds of thousands of migrating birds, such as ducks, geese, storks and pink flamingoes, who come to feed and nest there. Ichkeul is the last remaining lake in a chain that once extended across North Africa.</p>",,1980,9.67472,37.16361,12600,Natural,Tunisia,Arab States,tn
Medina of Tunis,"<p>Under the Almohads and the Hafsids, from the 12th to the 16th century, Tunis was considered one of the greatest and wealthiest cities in the Islamic world. Some 700 monuments, including palaces, mosques, mausoleums, madrasas and fountains, testify to this remarkable past.</p>",,1979,10.16667,36.81667,296.41,Cultural,Tunisia,Arab States,tn
Archaeological Site of Carthage,"<p>Carthage was founded in the 9th century B.C. on the Gulf of Tunis. From the 6th century onwards, it developed into a great trading empire covering much of the Mediterranean and was home to a brilliant civilization. In the course of the long Punic wars, Carthage occupied territories belonging to Rome, which finally destroyed its rival in 146 B.C. A second &ndash; Roman &ndash; Carthage was then established on the ruins of the first.</p>",,1979,10.32333,36.85278,616.02,Cultural,Tunisia,Arab States,tn
Amphitheatre of El Jem,"<p>The impressive ruins of the largest colosseum in North Africa, a huge amphitheatre which could hold up to 35,000 spectators, are found in the small village of El Jem. This 3rd-century monument illustrates the grandeur and extent of Imperial Rome.</p>",,1979,10.70694,35.29639,1.37,Cultural,Tunisia,Arab States,tn
Punic Town of Kerkuane and its Necropolis,<p>This Phoenician city was probably abandoned during the First Punic War (c. 250 B.C.) and as a result was not rebuilt by the Romans. The remains constitute the only example of a Phoenicio-Punic city to have survived. The houses were built to a standard plan in accordance with a sophisticated notion of town planning.</p>,,1985,11.09917,36.94639,0,Cultural,Tunisia,Arab States,tn
Medina of Sousse,"<p>Sousse was an important commercial and military port during the Aghlabid period (800&ndash;909) and is a typical example of a town dating from the first centuries of Islam. With its kasbah, ramparts, medina (with the Great Mosque), Bu Ftata Mosque and typical ribat (both a fort and a religious building), Sousse was part of a coastal defence system.</p>",,1988,10.63861,35.82778,31.68,Cultural,Tunisia,Arab States,tn
Kairouan,"<p>Founded in 670, Kairouan flourished under the Aghlabid dynasty in the 9th century. Despite the transfer of the political capital to Tunis in the 12th century, Kairouan remained the Maghreb's principal holy city. Its rich architectural heritage includes the Great Mosque, with its marble and porphyry columns, and the 9th-century Mosque of the Three Gates.</p>",,1988,10.10389,35.68167,68.02,Cultural,Tunisia,Arab States,tn
Dougga / Thugga,"<p>Before the Roman annexation of Numidia, the town of Thugga, built on an elevated site overlooking a fertile plain, was the capital of an important Libyco-Punic state. It flourished under Roman and Byzantine rule, but declined in the Islamic period. The impressive ruins that are visible today give some idea of the resources of a small Roman town on the fringes of the empire.</p>","<p>The Committee decided to inscribe this property on the basis of criteria (ii) and (iii), considering that Dougga is the best preserved Roman small town in North Africa and as such provides an exceptional picture of everyday life in antiquity.</p>",1997,9.22028,36.42361,70,Cultural,Tunisia,Arab States,tn
Historic Areas of Istanbul,"<p>With its strategic location on the Bosphorus peninsula between the Balkans and Anatolia, the Black Sea and the Mediterranean, Istanbul has been associated with major political, religious and artistic events for more than 2,000 years. Its masterpieces include the ancient Hippodrome of Constantine, the 6th-century Hagia Sophia and the 16th-century S leymaniye Mosque, all now under threat from population pressure, industrial pollution and uncontrolled urbanization.</p>",,1985,28.97993,41.00847,765.5,Cultural,Turkey,Europe and North America,tr
G reme National Park and the Rock Sites of Cappadocia,"<p>In a spectacular landscape, entirely sculpted by erosion, the G&ouml;reme valley and its surroundings contain rock-hewn sanctuaries that provide unique evidence of Byzantine art in the post-Iconoclastic period. Dwellings, troglodyte villages and underground towns &ndash; the remains of a traditional human habitat dating back to the 4th century &ndash; can also be seen there.</p>",,1985,34.85,38.66667,9883.81,Mixed,Turkey,Europe and North America,tr
Great Mosque and Hospital of Divri i,"<p>This region of Anatolia was conquered by the Turks at the beginning of the 11th century. In 1228 29 Emir Ahmet Shah founded a mosque, with its adjoining hospital, at Divrigi. The mosque has a single prayer room and is crowned by two cupolas. The highly sophisticated technique of vault construction, and a creative, exuberant type of decorative sculpture   particularly on the three doorways, in contrast to the unadorned walls of the interior   are the unique features of this masterpiece of Islamic architecture.</p>",,1985,38.121826,39.371271,2016,Cultural,Turkey,Europe and North America,tr
Hattusha: the Hittite Capital,"<p>The archaeological site of Hattusha, former capital of the Hittite Empire, is notable for its urban organization, the types of construction that have been preserved (temples, royal residences, fortifications), the rich ornamentation of the Lions' Gate and the Royal Gate, and the ensemble of rock art at Yazilikaya. The city enjoyed considerable influence in Anatolia and northern Syria in the 2nd millennium B.C.</p>",,1986,34.62056,40.01389,268.46,Cultural,Turkey,Europe and North America,tr
Nemrut Da ,"<p>The mausoleum of Antiochus I (69&ndash;34 B.C.), who reigned over Commagene, a kingdom founded north of Syria and the Euphrates after the breakup of Alexander's empire, is one of the most ambitious constructions of the Hellenistic period. The syncretism of its pantheon, and the lineage of its kings, which can be traced back through two sets of legends, Greek and Persian, is evidence of the dual origin of this kingdom's culture.</p>",,1987,38.76369,38.03661,11,Cultural,Turkey,Europe and North America,tr
Xanthos-Letoon,"<p>This site, which was the capital of Lycia, illustrates the blending of Lycian traditions and Hellenic influence, especially in its funerary art. The epigraphic inscriptions are crucial for our understanding of the history of the Lycian people and their Indo-European language.</p>",,1988,29.32028,36.335,126.4,Cultural,Turkey,Europe and North America,tr
Hierapolis-Pamukkale,"<p>Deriving from springs in a cliff almost 200 m high overlooking the plain, calcite-laden waters have created at Pamukkale (Cotton Palace) an unreal landscape, made up of mineral forests, petrified waterfalls and a series of terraced basins. At the end of the 2nd century B.C. the dynasty of the Attalids, the kings of Pergamon, established the thermal spa of Hierapolis. The ruins of the baths, temples and other Greek monuments can be seen at the site.</p>",,1988,29.12333,37.92389,1077,Mixed,Turkey,Europe and North America,tr
City of Safranbolu,"<p>From the 13th century to the advent of the railway in the early 20th century, Safranbolu was an important caravan station on the main East West trade route. The Old Mosque, Old Bath and S leyman Pasha Medrese were built in 1322. During its apogee in the 17th century, Safranbolu's architecture influenced urban development throughout much of the Ottoman Empire.</p>",,1994,32.68972,41.26,193,Cultural,Turkey,Europe and North America,tr
Archaeological Site of Troy,"<p>Troy, with its 4,000 years of history, is one of the most famous archaeological sites in the world. The first excavations at the site were undertaken by the famous archaeologist Heinrich Schliemann in 1870. In scientific terms, its extensive remains are the most significant demonstration of the first contact between the civilizations of Anatolia and the Mediterranean world. Moreover, the siege of Troy by Spartan and Achaean warriors from Greece in the 13th or 12th century B.C., immortalized by Homer in the Iliad, has inspired great creative artists throughout the world ever since.</p>","<p>The archaeological site of Troy is of immense significance in the understanding of the development of European civilization at a critical stage in its early development. It is, moreover, of exceptional cultural importance because of the profound influence of Homer&rsquo;s Iliad on the creative arts over more than two millennia.</p>",1998,26.239,39.95644,158,Cultural,Turkey,Europe and North America,tr
Ephesus,"<p>Located within what was once the estuary of the River Kaystros, Ephesus comprises successive Hellenistic and Roman settlements founded on new locations, which followed the coastline as it retreated westward. Excavations have revealed grand monuments of the Roman Imperial period including the Library of Celsus and the Great Theatre. Little remains of the famous Temple of Artemis, one of the  Seven Wonders of the World,  which drew pilgrims from all around the Mediterranean. Since the 5<sup>th</sup> century, the House of the Virgin Mary, a domed cruciform chapel seven kilometres from Ephesus, became a major place of Christian pilgrimage. The Ancient City of Ephesus is an outstanding example of a Roman port city, with sea channel and harbour basin.</p>",,2015,27.35944444,37.92916667,662.62,Cultural,Turkey,Europe and North America,tr
Selimiye Mosque and its Social Complex,"<p>The square Mosque with its single great dome and four slender minarets, dominates the skyline of the former Ottoman capital of Edirne. Sinan, the most famous of Ottoman architects in the 16th century, considered the complex, which includes madrasas (Islamic schools), a covered market, clock house, outer courtyard and library, to be his best work. The interior decoration using Iznik tiles from the peak period of their production testifies to an art form that remains unsurpassed in this material. The complex is considered to be the most harmonious expression ever achieved of the Ottoman k&uuml;lliye, a group of buildings constructed around a mosque and managed as a single institution.</p>",,2011,26.55944444,41.67777778,2.5,Cultural,Turkey,Europe and North America,tr
Neolithic Site of  atalh y k,"<p>Two hills form the 37&nbsp;ha site on the Southern Anatolian Plateau. The taller eastern mound contains eighteen levels of Neolithic occupation between 7400&nbsp;bc and 6200&nbsp;bc, including wall paintings, reliefs, sculptures and other symbolic and artistic features. Together they testify to the evolution of social organization and cultural practices as humans adapted to a sedentary life. The western mound shows the evolution of cultural practices in the Chalcolithic period, from 6200&nbsp;bc to 5200&nbsp;bc. &Ccedil;atalh&ouml;y&uuml;k provides important evidence of the transition from settled villages to urban agglomeration, which was maintained in the same location for over 2,000 years. It features a unique streetless settlement of houses clustered back to back with roof access into the buildings.</p>",,2012,32.82805556,37.66666667,37,Cultural,Turkey,Europe and North America,tr
Bursa and Cumal k z k: the Birth of the Ottoman Empire,"<p>This property is a serial nomination of eight component sites in the City of Bursa and the nearby village of Cumal k z k, in the southern Marmara region. The site illustrates the creation of an urban and rural system establishing the Ottoman Empire in the early 14th century. The property embodies the key functions of the social and economic organization of the new capital which evolved around a civic centre. These include commercial districts of khans, <em>kulliyes</em> (religious institutions) integrating mosques, religious schools, public baths and a kitchen for the poor, as well as the tomb of Orhan Ghazi, founder of the Ottoman dynasty. One component outside the historic centre of Bursa is the village of Cumal k z k, the only rural village of this system to show the provision of hinterland support for the capital.</p>",,2014,29.06233611,40.18473056,27.467,Cultural,Turkey,Europe and North America,tr
Pergamon and its Multi-Layered Cultural Landscape,"<p>This site rises high above the Bakir ay Plain in Turkey s Aegean region. The acropolis of Pergamon was the capital of the Hellenistic Attalid dynasty, a major centre of learning in the ancient world. Monumental temples, theatres, stoa or porticoes, gymnasium, altar and library were set into the sloping terrain surrounded by an extensive city wall. The rock-cut Kybele Sanctuary lies to the north-west on another hill visually linked to the acropolis. Later the city became capital of the Roman province of Asia known for its Asclepieion healing centre. The acropolis crowns a landscape containing burial mounds and remains of the Roman, Byzantine and Ottoman empires in and around the modern town of Bergama on the lower slopes.</p>",,2014,27.18,39.12583333,332.5,Cultural,Turkey,Europe and North America,tr
Diyarbak r Fortress and Hevsel Gardens Cultural Landscape,"<p>Located on an escarpment of the Upper Tigris River Basin that is part of the so-called Fertile Crescent, the fortified city of Diyarbak r and the landscape around has been an important centre since the Hellenistic period, through the Roman, Sassanid, Byzantine, Islamic and Ottoman times to the present. The site encompasses the Inner castle, known as   kale and including the Amida Mound, and the 5.8 km-long city walls of Diyarbak r with their numerous towers, gates, buttresses, and 63 inscriptions. The site also includes the Hevsel Gardens, a green link between the city and the Tigris that supplied the city with food and water, the Anzele water source and the Ten-Eyed Bridge.</p>",,2015,40.23930833,37.9031,521.23,Cultural,Turkey,Europe and North America,tr
Archaeological Site of Ani,"<p>This site is located on a secluded plateau of northeast Turkey overlooking a ravine that forms a natural border with Armenia. This medieval city combines residential, religious and military structures, characteristic of a medieval urbanism built up over the centuries by Christian and then Muslim dynasties. The city flourished in the 10th and 11th centuries CE when it became the capital of the medieval Armenian kingdom of the Bagratides and profited from control of one branch of the Silk Road. Later, under Byzantine, Seljuk and Georgian sovereignty, it maintained its status as an important crossroads for merchant caravans. The Mongol invasion and a devastating earthquake in 1319 marked the beginning of the city s decline. The site presents a comprehensive overview of the evolution of medieval architecture through examples of almost all the different architectural innovations of the region between the 7th and 13th centuries CE.</p>",,2016,43.56666667,40.5,250.7,Cultural,Turkey,Europe and North America,tr
Aphrodisias,"<p>Located in southwestern Turkey, in the upper valley of the Morsynus River, the site consists of two components: the archaeological site of Aphrodisias and the marble quarries northeast of the city. The temple of Aphrodite dates from the 3rd century BC and the city was built one century later. The wealth of Aphrodisias came from the marble quarries and the art produced by its sculptors. The city streets are arranged around several large civic structures, which include temples, a theatre, an agora and two bath complexes.</p>",,2017,28.72361111,37.70833333,152.25,Cultural,Turkey,Europe and North America,tr
G bekli Tepe,"<p>Located in the Germu  mountains of south-eastern Anatolia, this property presents monumental circular and rectangular megalithic structures, interpreted as enclosures, which were erected by hunter-gatherers in the Pre-Pottery Neolithic age between 9,600 and 8,200 BCE. These monuments were probably used in connection with rituals, mostly likely of a funerary nature. Distinctive T-shaped pillars are carved with images of wild animals, providing insight into the way of life and beliefs of people living in Upper Mesopotamia about 11,500 years ago.</p>",,2018,38.92236389,37.22324194,126,Cultural,Turkey,Europe and North America,tr
State Historical and Cultural Park  Ancient Merv ,"<p>Merv is the oldest and best-preserved of the oasis-cities along the Silk Route in Central Asia. The remains in this vast oasis span 4,000 years of human history. A number of monuments are still visible, particularly from the last two millennia.</p>","<p>Criterion (ii): The cities of the Merv oasis have exerted considerable influence over the cultures of Central Asia and Iran for four millennia. The Seljuk city in particular influenced architecture and architectural decoration and scientific and cultural development.</p> <p>Criterion (iii): The sequence of the cities of the Merv oasis, their fortifications, and their urban lay-outs bear exceptional testimony to the civilizations of Central Asia over several millennia.</p>",1999,62.1775,37.70083,353.24,Cultural,Turkmenistan,Asia and the Pacific,tm
Kunya-Urgench,"<p>Kunya-Urgench is situated in north-western Turkmenistan, on the left bank of the Amu Daria River. Urgench was the capital of the Khorezm region, part of the Achaemenid Empire. The old town contains a series of monuments mainly from the 11th to 16th centuries, including a mosque, the gates of a caravanserai, fortresses, mausoleums and a 60-m high minaret. The monuments testify to outstanding achievements in architecture and craftsmanship whose influence reached Iran and Afghanistan, and later the architecture of the Mogul Empire of 16th-century India.</p>","<p><em>Criterion (ii): </em>The tradition of architecture expressed in the design and craftsmanship of Kunya-Urgench has been influential in the wider region to the south and southwest i.e. in Iran and Afghanistan, and later in the architecture of the Mogul Empire (India, 16th century).</p> <p><em>Criterion (iii): </em>Kunya-Urgench provides an exceptional testimony to a cultural tradition (the Islamic culture of the Khorezm) and is unique in its state of preservation. The society that created this centre has disappeared; however we note that most of visitors are in fact pilgrims from the region.</p>",2005,59.08494,42.18318,0,Cultural,Turkmenistan,Asia and the Pacific,tm
Parthian Fortresses of Nisa,"<p>The Parthian Fortresses of Nisa consist of two tells of Old and New Nisa, indicating the site of one of the earliest and most important cities of the Parthian Empire, a major power from the mid 3rd century BC to the 3rd century AD. They conserve the unexcavated remains of an ancient civilization which skilfully combined its own traditional cultural elements with those of the Hellenistic and Roman west. Archaeological excavations in two parts of the site have revealed richly decorated architecture, illustrative of domestic, state and religious functions. Situated at the crossroads of important commercial and strategic axes, this powerful empire formed a barrier to Roman expansion while serving as an important communication and trading centre between east and west, north and south.</p>",,2007,58.19861111,37.99972222,77.905,Cultural,Turkmenistan,Asia and the Pacific,tm
Bwindi Impenetrable National Park,"<p>Located in south-western Uganda, at the junction of the plain and mountain forests, Bwindi Park covers 32,000 ha and is known for its exceptional biodiversity, with more than 160 species of trees and over 100 species of ferns. Many types of birds and butterflies can also be found there, as well as many endangered species, including the mountain gorilla.</p>",,1994,29.66138889,-1.080555556,32092,Natural,Uganda,Africa,ug
Rwenzori Mountains National Park,"<p>The Rwenzori Mountains National Park covers nearly 100,000 ha in western Uganda and comprises the main part of the Rwenzori mountain chain, which includes Africa's third highest peak (Mount Margherita: 5,109 m). The region's glaciers, waterfalls and lakes make it one of Africa's most beautiful alpine areas. The park has many natural habitats of endangered species and a rich and unusual flora comprising, among other species, the giant heather.</p>",,1994,29.92416667,0.223611111,99600,Natural,Uganda,Africa,ug
Tombs of Buganda Kings at Kasubi,"<p>The Tombs of Buganda Kings at Kasubi constitute a site embracing almost 30 ha of hillside within Kampala district. Most of the site is agricultural, farmed by traditional methods. At its core on the hilltop is the former palace of the Kabakas of Buganda, built in 1882 and converted into the royal burial ground in 1884. Four royal tombs now lie within the Muzibu Azaala Mpanga, the main building, which is circular and surmounted by a dome. It is a major example of an architectural achievement in organic materials, principally wood, thatch, reed, wattle and daub. The site's main significance lies, however, in its intangible values of belief, spirituality, continuity and identity.</p>","<p>Criterion i The Kasubi Tombs site is a masterpiece of human creativity both in its conception and its execution. Criterion iii The Kasubi Tombs site bears eloquent witness to the living cultural traditions of the Baganda. Criterion iv The spatial organization of the Kasubi Tombs site represents the best extant example of a Baganda palace/architectural ensemble. Built in the finest traditions of Ganda architecture and palace design, it reflects technical achievements developed over many centuries. Criterion vi The built and natural elements of the Kasubi Tombs site are charged with historical, traditional, and spiritual values. It is a major spiritual centre for the Baganda and is the most active religious place in the kingdom.</p>",2001,32.55138889,0.348611111,26.8,Cultural,Uganda,Africa,ug
"Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra","<p>Designed to rival Hagia Sophia in Constantinople, Kiev's Saint-Sophia Cathedral symbolizes the 'new Constantinople', capital of the Christian principality of Kiev, which was created in the 11th century in a region evangelized after the baptism of St Vladimir in 988. The spiritual and intellectual influence of Kiev-Pechersk Lavra contributed to the spread of Orthodox thought and the Orthodox faith in the Russian world from the 17th to the 19th century.</p>",,1990,30.51686,50.45258,28.52,Cultural,Ukraine,Europe and North America,ua
